"","item","subj_num","session","pref_b","freq","cal","cond","congr","response","rt"
"3602","piselli",12,1,3,1,52,3,0,1,436.000108718872
"3603","pannocchia",12,1,4,2,353,1,1,0,374.000072479248
"3604","pane di cannella",12,1,6,1,372,4,0,1,390.000104904175
"3605","kiwi-02",12,1,10,7,44,4,0,0,342.999935150146
"3606","anguria-02",12,1,4,3,16,3,0,1,343.000173568726
"3607","ananas",12,1,4,3,40,4,0,0,342.999935150146
"3608","spaghetti alla carbonara",12,1,9,6,378,1,1,1,437.000036239624
"3609","budino al cioccolato",12,1,4,2,117,4,0,0,342.999935150146
"3610","mortadella",12,1,5,7,396,1,1,0,342.999935150146
"3611","maiale alle verdure",12,1,4,5,76,3,0,0,265.999794006348
"3612","linguine con vongole veraci",12,1,3,1,133,3,0,1,375
"3613","aragosta",12,1,2,1,85,2,1,0,375
"3614","cocco",12,1,9,7,364,1,1,1,546.000003814697
"3615","linguine con vongole veraci",12,1,3,1,133,3,0,1,467.999935150146
"3616","gallette di riso",12,1,7,2,392,3,0,0,483.000040054321
"3617","peperone-01",12,1,7,2,31,2,1,0,406.000137329102
"3618","albicocca-01",12,1,7,3,28,4,0,0,452.999830245972
"3619","caramelle",12,1,9,2,394,1,1,0,451.99990272522
"3620","capocollo",12,1,5,1,450,1,1,1,421.000003814697
"3621","bavarese ai mirtilli",12,1,10,5,90,3,0,1,500
"3622","aragosta",12,1,2,1,85,4,0,0,437.000036239624
"3623","brie",12,1,6,1,319,3,0,1,483.999967575073
"3624","mortadella",12,1,5,7,396,1,1,0,375
"3625","seppia",12,1,8,8,72,4,0,1,546.000003814697
"3626","cocco",12,1,9,7,364,3,0,1,483.000040054321
"3627","cotechino con lenticchie",12,1,4,5,329,1,1,1,578.000068664551
"3628","albicocca-01",12,1,7,3,28,4,0,0,546.000003814697
"3629","cotechino con lenticchie",12,1,4,5,329,4,0,1,483.000040054321
"3630","kiwi-02",12,1,10,7,44,2,1,0,624.000072479248
"3631","bavarese ai mirtilli",12,1,10,5,90,3,0,1,483.999967575073
"3632","merluzzo al forno con carote e fagiolini",12,1,3,3,81,3,0,1,468.000173568726
"3633","pasticcino alla frutta",12,1,10,8,339,4,0,1,482.999801635742
"3634","cialda",12,1,8,6,310,1,1,0,483.000040054321
"3635","caramelle",12,1,9,2,394,3,0,0,452.999830245972
"3636","bavarese ai mirtilli",12,1,10,5,90,2,1,0,389.999866485596
"3637","cocco",12,1,9,7,364,1,1,0,437.000036239624
"3638","albicocca-01",12,1,7,3,28,2,1,1,467.999935150146
"3639","ciliegie",12,1,8,7,38,2,1,1,513.999938964844
"3640","cannoli",12,1,10,7,368,3,0,0,624.000072479248
"3641","ciliegie",12,1,8,7,38,2,1,1,452.000141143799
"3642","tomino allo speck",12,1,7,7,307,1,1,1,421.000003814697
"3643","maiale alle verdure",12,1,4,5,76,2,1,1,373.999834060669
"3644","goulash",12,1,9,2,109,3,0,1,529.999971389771
"3645","cannoli",12,1,10,7,368,3,0,1,437.000036239624
"3646","pasticcino alla frutta",12,1,10,8,339,1,1,0,421.000003814697
"3647","fichi",12,1,5,3,47,3,0,0,592.999935150146
"3648","emmental",12,1,3,1,403,1,1,0,483.999967575073
"3649","tomino allo speck",12,1,7,7,307,1,1,1,530.999898910522
"3650","lattuga",12,1,7,4,19,4,0,0,452.999830245972
"3651","uva secca",12,1,8,8,283,1,1,0,453.000068664551
"3652","spaghetti alla carbonara",12,1,9,6,378,3,0,1,436.000108718872
"3653","gallette di riso",12,1,7,2,392,4,0,0,451.99990272522
"3654","brie",12,1,6,1,319,1,1,1,515.000104904175
"3655","spaghetti alla carbonara",12,1,9,6,378,4,0,0,529.999971389771
"3656","tomino allo speck",12,1,7,7,307,4,0,1,467.999935150146
"3657","ananas",12,1,4,3,40,3,0,1,436.999797821045
"3658","piselli",12,1,3,1,52,2,1,1,451.99990272522
"3659","budino al cioccolato",12,1,4,2,117,4,0,0,437.000036239624
"3660","pasticcino alla frutta",12,1,10,8,339,4,0,0,936.000108718872
"3661","cialda",12,1,8,6,310,1,1,0,436.999797821045
"3662","ostriche",12,1,5,4,69,2,1,0,483.000040054321
"3663","pastiera",12,1,10,6,296,1,1,0,452.999830245972
"3664","cialda",12,1,8,6,310,3,0,0,374.000072479248
"3665","uva secca",12,1,8,8,283,3,0,1,608.000040054321
"3666","emmental",12,1,3,1,403,1,1,0,468.000173568726
"3667","brie",12,1,6,1,319,1,1,0,358.999967575073
"3668","cannoli",12,1,10,7,368,3,0,0,545.000076293945
"3669","capocollo",12,1,5,1,450,1,1,0,405.999898910522
"3670","tomino allo speck",12,1,7,7,307,3,0,1,452.000141143799
"3671","anguria-02",12,1,4,3,16,4,0,0,921.000003814697
"3672","bavarese ai mirtilli",12,1,10,5,90,2,1,1,437.000036239624
"3673","emmental",12,1,3,1,403,1,1,0,436.999797821045
"3674","seppia",12,1,8,8,72,3,0,0,421.000003814697
"3675","caramelle",12,1,9,2,394,4,0,0,717.999935150146
"3676","broccolo",12,1,8,5,27,4,0,0,404.999971389771
"3677","piselli",12,1,3,1,52,2,1,1,513.999938964844
"3678","ciliegie",12,1,8,7,38,3,0,0,404.999971389771
"3679","melone-01",12,1,7,5,33,3,0,0,342.999935150146
"3680","pane di cannella",12,1,6,1,372,1,1,1,404.999971389771
"3681","emmental",12,1,3,1,403,4,0,0,342.999935150146
"3682","maiale alle verdure",12,1,4,5,76,3,0,0,343.000173568726
"3683","liquirizia",12,1,9,2,330,1,1,0,358.999967575073
"3684","ostriche",12,1,5,4,69,4,0,0,312.000036239624
"3685","farro con il pesto e pomodoro",12,1,8,7,321,4,0,1,389.999866485596
"3686","pastiera",12,1,10,6,296,1,1,0,483.999967575073
"3687","merluzzo al forno con carote e fagiolini",12,1,3,3,81,3,0,0,404.999971389771
"3688","albicocca-01",12,1,7,3,28,4,0,1,608.999967575073
"3689","lattuga",12,1,7,4,19,3,0,0,358.999967575073
"3690","maiale alle verdure",12,1,4,5,76,3,0,0,374.000072479248
"3691","pannocchia",12,1,4,2,353,1,1,0,498.999834060669
"3692","pastiera",12,1,10,6,296,3,0,0,374.000072479248
"3693","maiale alle verdure",12,1,4,5,76,3,0,1,453.000068664551
"3694","uva secca",12,1,8,8,283,3,0,0,498.999834060669
"3695","liquirizia",12,1,9,2,330,1,1,0,373.999834060669
"3696","pannocchia",12,1,4,2,353,3,0,0,421.000003814697
"3697","albicocca-01",12,1,7,3,28,2,1,1,422.000169754028
"3698","capocollo",12,1,5,1,450,1,1,1,950.999975204468
"3699","piselli",12,1,3,1,52,3,0,0,499.000072479248
"3700","fichi",12,1,5,3,47,2,1,1,717.000007629395
"3701","piselli",12,1,3,1,52,2,1,1,422.000169754028
"3702","aragosta",12,1,2,1,85,4,0,0,390.000104904175
"3703","farro con il pesto e pomodoro",12,1,8,7,321,1,1,1,468.000173568726
"3704","merluzzo al forno con carote e fagiolini",12,1,3,3,81,3,0,1,483.000040054321
"3705","spaghetti alla carbonara",12,1,9,6,378,3,0,0,421.000003814697
"3706","uva secca",12,1,8,8,283,3,0,0,500
"3707","capocollo",12,1,5,1,450,1,1,1,451.99990272522
"3708","caramelle",12,1,9,2,394,1,1,0,451.99990272522
"3709","capocollo",12,1,5,1,450,3,0,1,405.999898910522
"3710","anguria-02",12,1,4,3,16,2,1,0,530.999898910522
"3711","farro con il pesto e pomodoro",12,1,8,7,321,1,1,1,406.000137329102
"3712","ananas",12,1,4,3,40,4,0,0,451.99990272522
"3713","pannocchia",12,1,4,2,353,1,1,0,421.000003814697
"3714","lattuga",12,1,7,4,19,2,1,0,373.999834060669
"3715","brie",12,1,6,1,319,1,1,1,546.000003814697
"3716","budino al cioccolato",12,1,4,2,117,3,0,0,467.999935150146
"3717","bavarese ai mirtilli",12,1,10,5,90,3,0,1,500
"3718","pannocchia",12,1,4,2,353,3,0,0,467.999935150146
"3719","tomino allo speck",12,1,7,7,307,1,1,0,421.000003814697
"3720","linguine con vongole veraci",12,1,3,1,133,2,1,1,389.999866485596
"3721","ananas",12,1,4,3,40,4,0,1,499.000072479248
"3722","aragosta",12,1,2,1,85,2,1,0,375
"3723","budino al cioccolato",12,1,4,2,117,4,0,0,452.000141143799
"3724","emmental",12,1,3,1,403,3,0,0,358.999967575073
"3725","miele",12,1,7,6,304,1,1,0,328.000068664551
"3726","emmental",12,1,3,1,403,1,1,0,390.000104904175
"3727","bavarese ai mirtilli",12,1,10,5,90,2,1,1,562.000036239624
"3728","ostriche",12,1,5,4,69,4,0,0,420.999765396118
"3729","pasticcino alla frutta",12,1,10,8,339,4,0,1,484.000205993652
"3730","brie",12,1,6,1,319,4,0,1,467.999935150146
"3731","broccolo",12,1,8,5,27,4,0,0,437.000036239624
"3732","cannoli",12,1,10,7,368,3,0,0,701.99990272522
"3733","aragosta",12,1,2,1,85,4,0,0,483.999967575073
"3734","melone-01",12,1,7,5,33,2,1,0,467.999935150146
"3735","lattuga",12,1,7,4,19,4,0,0,358.999967575073
"3736","ostriche",12,1,5,4,69,2,1,1,874.000072479248
"3737","capocollo",12,1,5,1,450,1,1,0,437.000036239624
"3738","cotechino con lenticchie",12,1,4,5,329,1,1,0,373.999834060669
"3739","miele",12,1,7,6,304,1,1,0,529.999971389771
"3740","tomino allo speck",12,1,7,7,307,1,1,1,421.000003814697
"3741","cotechino con lenticchie",12,1,4,5,329,4,0,1,452.999830245972
"3742","mortadella",12,1,5,7,396,4,0,0,498.999834060669
"3743","bavarese ai mirtilli",12,1,10,5,90,2,1,1,374.000072479248
"3744","bavarese ai mirtilli",12,1,10,5,90,2,1,0,437.000036239624
"3745","pastiera",12,1,10,6,296,1,1,1,467.999935150146
"3746","seppia",12,1,8,8,72,2,1,1,437.000036239624
"3747","farro con il pesto e pomodoro",12,1,8,7,321,3,0,0,421.999931335449
"3748","linguine con vongole veraci",12,1,3,1,133,3,0,0,483.000040054321
"3749","pane di cannella",12,1,6,1,372,4,0,1,358.999967575073
"3750","kiwi-02",12,1,10,7,44,4,0,0,374.000072479248
"3751","ostriche",12,1,5,4,69,3,0,0,390.000104904175
"3752","mortadella",12,1,5,7,396,1,1,0,374.000072479248
"3753","piselli",12,1,3,1,52,4,0,1,374.000072479248
"3754","uva secca",12,1,8,8,283,3,0,0,451.99990272522
"3755","piselli",12,1,3,1,52,3,0,1,468.000173568726
"3756","liquirizia",12,1,9,2,330,4,0,0,359.000205993652
"3757","gallette di riso",12,1,7,2,392,4,0,0,546.000003814697
"3758","melone-01",12,1,7,5,33,3,0,0,437.000036239624
"3759","piselli",12,1,3,1,52,2,1,1,405.999898910522
"3760","mortadella",12,1,5,7,396,1,1,1,421.000003814697
"3761","cannoli",12,1,10,7,368,1,1,0,421.000003814697
"3762","ciliegie",12,1,8,7,38,3,0,0,342.999935150146
"3763","gallette di riso",12,1,7,2,392,4,0,1,373.999834060669
"3764","merluzzo al forno con carote e fagiolini",12,1,3,3,81,2,1,1,390.000104904175
"3765","ciliegie",12,1,8,7,38,2,1,1,546.000003814697
"3766","capocollo",12,1,5,1,450,3,0,1,514.999866485596
"3767","linguine con vongole veraci",12,1,3,1,133,3,0,1,406.000137329102
"3768","lattuga",12,1,7,4,19,4,0,0,467.999935150146
"3769","piselli",12,1,3,1,52,4,0,1,342.999935150146
"3770","bavarese ai mirtilli",12,1,10,5,90,2,1,1,390.000104904175
"3771","aragosta",12,1,2,1,85,2,1,1,654.999971389771
"3772","maiale alle verdure",12,1,4,5,76,2,1,0,406.000137329102
"3773","pastiera",12,1,10,6,296,4,0,0,529.999971389771
"3774","peperone-01",12,1,7,2,31,3,0,0,1075.99997520447
"3775","goulash",12,1,9,2,109,2,1,1,529.999971389771
"3776","fichi",12,1,5,3,47,4,0,0,654.999971389771
"3777","brie",12,1,6,1,319,3,0,1,421.000003814697
"3778","maiale alle verdure",12,1,4,5,76,3,0,1,483.999967575073
"3779","brie",12,1,6,1,319,3,0,1,483.999967575073
"3780","gallette di riso",12,1,7,2,392,1,1,0,654.999971389771
"3781","liquirizia",12,1,9,2,330,3,0,0,514.999866485596
"3782","budino al cioccolato",12,1,4,2,117,2,1,0,499.000072479248
"3783","ciliegie",12,1,8,7,38,2,1,0,483.000040054321
"3784","lattuga",12,1,7,4,19,2,1,1,717.999935150146
"3785","lattuga",12,1,7,4,19,3,0,0,1419.00014877319
"3786","ciliegie",12,1,8,7,38,2,1,0,437.000036239624
"3787","pasticcino alla frutta",12,1,10,8,339,4,0,0,437.000036239624
"3788","peperone-01",12,1,7,2,31,2,1,0,717.999935150146
"3789","aragosta",12,1,2,1,85,2,1,1,437.000036239624
"3790","piselli",12,1,3,1,52,3,0,1,404.999971389771
"3791","linguine con vongole veraci",12,1,3,1,133,2,1,1,451.99990272522
"3792","ostriche",12,1,5,4,69,2,1,1,529.999971389771
"3793","goulash",12,1,9,2,109,2,1,1,436.999797821045
"3794","ostriche",12,1,5,4,69,2,1,0,546.000003814697
"3795","lattuga",12,1,7,4,19,2,1,0,748.999834060669
"3796","brie",12,1,6,1,319,3,0,1,607.999801635742
"3797","ostriche",12,1,5,4,69,3,0,1,592.999935150146
"3798","ciliegie",12,1,8,7,38,3,0,0,654.999971389771
"3799","cotechino con lenticchie",12,1,4,5,329,1,1,1,562.000036239624
"3800","piselli",12,1,3,1,52,2,1,1,390.000104904175
"3801","miele",12,1,7,6,304,3,0,0,577.999830245972
"3802","melone-01",12,1,7,5,33,2,1,0,779.999971389771
"3803","pasticcino alla frutta",12,1,10,8,339,4,0,0,592.999935150146
"3804","budino al cioccolato",12,1,4,2,117,3,0,0,436.000108718872
"3805","broccolo",12,1,8,5,27,2,1,0,437.000036239624
"3806","linguine con vongole veraci",12,1,3,1,133,2,1,0,437.000036239624
"3807","cocco",12,1,9,7,364,3,0,1,514.999866485596
"3808","merluzzo al forno con carote e fagiolini",12,1,3,3,81,2,1,1,498.999834060669
"3809","kiwi-02",12,1,10,7,44,2,1,1,483.000040054321
"3810","brie",12,1,6,1,319,3,0,1,437.000036239624
"3811","pane di cannella",12,1,6,1,372,1,1,0,468.000173568726
"3812","capocollo",12,1,5,1,450,1,1,0,404.999971389771
"3813","kiwi-02",12,1,10,7,44,2,1,1,562.000036239624
"3814","capocollo",12,1,5,1,450,1,1,0,437.000036239624
"3815","gallette di riso",12,1,7,2,392,4,0,0,546.000003814697
"3816","anguria-02",12,1,4,3,16,2,1,0,624.000072479248
"3817","albicocca-01",12,1,7,3,28,4,0,1,747.999906539917
"3818","liquirizia",12,1,9,2,330,4,0,0,437.000036239624
"3819","caramelle",12,1,9,2,394,4,0,1,654.999971389771
"3820","cialda",12,1,8,6,310,3,0,0,749.000072479248
"3821","pasticcino alla frutta",12,1,10,8,339,4,0,1,670.000076293945
"3822","pane di cannella",12,1,6,1,372,1,1,0,592.999935150146
"3823","merluzzo al forno con carote e fagiolini",12,1,3,3,81,3,0,1,483.000040054321
"3824","peperone-01",12,1,7,2,31,2,1,0,514.000177383423
"3825","peperone-01",12,1,7,2,31,4,0,1,624.000072479248
"3826","broccolo",12,1,8,5,27,4,0,0,498.999834060669
"3827","spaghetti alla carbonara",12,1,9,6,378,1,1,1,560.999870300293
"3828","caramelle",12,1,9,2,394,3,0,1,624.000072479248
"3829","melone-01",12,1,7,5,33,2,1,0,671.000003814697
"3830","uva secca",12,1,8,8,283,3,0,0,436.999797821045
"3831","ostriche",12,1,5,4,69,3,0,0,483.999967575073
"3832","goulash",12,1,9,2,109,3,0,1,515.000104904175
"3833","merluzzo al forno con carote e fagiolini",12,1,3,3,81,3,0,1,500
"3834","maiale alle verdure",12,1,4,5,76,2,1,1,483.999967575073
"3835","brie",12,1,6,1,319,1,1,1,546.000003814697
"3836","peperone-01",12,1,7,2,31,2,1,0,577.999830245972
"3837","caramelle",12,1,9,2,394,4,0,0,671.000003814697
"3838","albicocca-01",12,1,7,3,28,4,0,1,468.000173568726
"3839","miele",12,1,7,6,304,3,0,0,749.000072479248
"3840","ciliegie",12,1,8,7,38,4,0,1,560.999870300293
"3841","gallette di riso",12,1,7,2,392,4,0,1,437.000036239624
"3842","budino al cioccolato",12,1,4,2,117,3,0,0,639.999866485596
"3843","pasticcino alla frutta",12,1,10,8,339,1,1,0,422.000169754028
"3844","budino al cioccolato",12,1,4,2,117,3,0,0,437.000036239624
"3845","peperone-01",12,1,7,2,31,4,0,0,670.000076293945
"3846","pannocchia",12,1,4,2,353,1,1,0,685.999870300293
"3847","aragosta",12,1,2,1,85,2,1,1,500
"3848","pastiera",12,1,10,6,296,4,0,0,499.000072479248
"3849","albicocca-01",12,1,7,3,28,2,1,1,701.99990272522
"3850","caramelle",12,1,9,2,394,3,0,0,638.999938964844
"3851","brie",12,1,6,1,319,1,1,0,531.000137329102
"3852","farro con il pesto e pomodoro",12,1,8,7,321,4,0,1,546.000003814697
"3853","seppia",12,1,8,8,72,3,0,0,578.000068664551
"3854","cannoli",12,1,10,7,368,4,0,1,483.000040054321
"3855","goulash",12,1,9,2,109,3,0,1,530.999898910522
"3856","ananas",12,1,4,3,40,2,1,0,499.000072479248
"3857","albicocca-01",12,1,7,3,28,2,1,1,546.000003814697
"3858","peperone-01",12,1,7,2,31,2,1,0,529.999971389771
"3859","pastiera",12,1,10,6,296,1,1,0,686.000108718872
"3860","miele",12,1,7,6,304,3,0,0,1450.99997520447
"3861","cotechino con lenticchie",12,1,4,5,329,4,0,1,546.000003814697
"3862","caramelle",12,1,9,2,394,3,0,1,825.999975204468
"3863","goulash",12,1,9,2,109,2,1,1,811.000108718872
"3864","pannocchia",12,1,4,2,353,1,1,0,576.99990272522
"3865","aragosta",12,1,2,1,85,2,1,1,515.000104904175
"3866","pane di cannella",12,1,6,1,372,4,0,0,858.000040054321
"3867","lattuga",12,1,7,4,19,2,1,0,624.000072479248
"3868","ostriche",12,1,5,4,69,2,1,0,499.000072479248
"3869","pannocchia",12,1,4,2,353,1,1,0,467.999935150146
"3870","budino al cioccolato",12,1,4,2,117,3,0,0,843.000173568726
"3871","liquirizia",12,1,9,2,330,4,0,0,562.000036239624
"3872","maiale alle verdure",12,1,4,5,76,3,0,0,453.000068664551
"3873","mortadella",12,1,5,7,396,4,0,1,529.999971389771
"3874","pane di cannella",12,1,6,1,372,1,1,0,515.000104904175
"3875","fichi",12,1,5,3,47,2,1,0,468.000173568726
"3876","farro con il pesto e pomodoro",12,1,8,7,321,4,0,1,467.999935150146
"3877","miele",12,1,7,6,304,1,1,0,763.999938964844
"3878","melone-01",12,1,7,5,33,2,1,0,437.000036239624
"3879","cannoli",12,1,10,7,368,1,1,0,390.000104904175
"3880","merluzzo al forno con carote e fagiolini",12,1,3,3,81,3,0,1,779.999971389771
"3881","pasticcino alla frutta",12,1,10,8,339,1,1,0,858.000040054321
"3882","capocollo",12,1,5,1,450,3,0,1,515.000104904175
"3883","spaghetti alla carbonara",12,1,9,6,378,3,0,0,483.000040054321
"3884","fichi",12,1,5,3,47,2,1,0,592.999935150146
"3885","gallette di riso",12,1,7,2,392,4,0,0,561.000108718872
"3886","cotechino con lenticchie",12,1,4,5,329,1,1,1,499.000072479248
"3887","goulash",12,1,9,2,109,2,1,1,405.999898910522
"3888","caramelle",12,1,9,2,394,3,0,0,685.999870300293
"3889","bavarese ai mirtilli",12,1,10,5,90,4,0,1,921.000003814697
"3890","caramelle",12,1,9,2,394,1,1,0,826.99990272522
"3891","anguria-02",12,1,4,3,16,2,1,0,904.000043869019
"3892","pannocchia",12,1,4,2,353,3,0,0,592.999935150146
"3893","budino al cioccolato",12,1,4,2,117,3,0,1,748.999834060669
"3894","pastiera",12,1,10,6,296,4,0,1,500
"3895","miele",12,1,7,6,304,1,1,0,779.999971389771
"3896","uva secca",12,1,8,8,283,3,0,0,656.000137329102
"3897","kiwi-02",12,1,10,7,44,4,0,0,638.999938964844
"3898","budino al cioccolato",12,1,4,2,117,3,0,0,921.000003814697
"3899","anguria-02",12,1,4,3,16,2,1,0,515.000104904175
"3900","brie",12,1,6,1,319,1,1,0,515.000104904175
"3901","miele",12,1,7,6,304,3,0,1,654.999971389771
"3902","bavarese ai mirtilli",12,1,10,5,90,3,0,1,530.999898910522
"3903","pasticcino alla frutta",12,1,10,8,339,4,0,0,468.000173568726
"3904","broccolo",12,1,8,5,27,3,0,0,452.000141143799
"3905","mortadella",12,1,5,7,396,4,0,1,421.000003814697
"3906","emmental",12,1,3,1,403,3,0,0,468.000173568726
"3907","mortadella",12,1,5,7,396,4,0,0,514.999866485596
"3908","melone-01",12,1,7,5,33,4,0,1,608.000040054321
"3909","uva secca",12,1,8,8,283,1,1,0,717.000007629395
"3910","anguria-02",12,1,4,3,16,3,0,1,546.000003814697
"3911","spaghetti alla carbonara",12,1,9,6,378,1,1,1,530.999898910522
"3912","linguine con vongole veraci",12,1,3,1,133,2,1,1,468.000173568726
"3913","ciliegie",12,1,8,7,38,4,0,0,421.000003814697
"3914","ostriche",12,1,5,4,69,2,1,0,483.999967575073
"3915","maiale alle verdure",12,1,4,5,76,3,0,0,546.000003814697
"3916","anguria-02",12,1,4,3,16,4,0,0,513.999938964844
"3917","cotechino con lenticchie",12,1,4,5,329,1,1,1,624.000072479248
"3918","liquirizia",12,1,9,2,330,1,1,0,467.999935150146
"3919","pasticcino alla frutta",12,1,10,8,339,1,1,0,421.000003814697
"3920","spaghetti alla carbonara",12,1,9,6,378,3,0,1,467.999935150146
"3921","brie",12,1,6,1,319,3,0,1,452.000141143799
"3922","emmental",12,1,3,1,403,3,0,0,499.000072479248
"3923","miele",12,1,7,6,304,3,0,0,467.999935150146
"3924","linguine con vongole veraci",12,1,3,1,133,4,0,1,483.000040054321
"3925","cannoli",12,1,10,7,368,1,1,1,701.99990272522
"3926","cannoli",12,1,10,7,368,3,0,1,654.999971389771
"3927","uva secca",12,1,8,8,283,3,0,0,452.000141143799
"3928","broccolo",12,1,8,5,27,2,1,0,483.000040054321
"3929","cotechino con lenticchie",12,1,4,5,329,4,0,1,513.999938964844
"3930","bavarese ai mirtilli",12,1,10,5,90,2,1,1,531.000137329102
"3931","ostriche",12,1,5,4,69,4,0,0,498.999834060669
"3932","goulash",12,1,9,2,109,3,0,1,577.000141143799
"3933","bavarese ai mirtilli",12,1,10,5,90,2,1,1,546.000003814697
"3934","seppia",12,1,8,8,72,2,1,1,576.99990272522
"3935","budino al cioccolato",12,1,4,2,117,3,0,0,671.000003814697
"3936","broccolo",12,1,8,5,27,3,0,0,717.000007629395
"3937","ostriche",12,1,5,4,69,3,0,0,451.99990272522
"3938","maiale alle verdure",12,1,4,5,76,2,1,1,483.000040054321
"3939","merluzzo al forno con carote e fagiolini",12,1,3,3,81,2,1,1,467.999935150146
"3940","broccolo",12,1,8,5,27,2,1,0,608.999967575073
"3941","mortadella",12,1,5,7,396,1,1,1,467.999935150146
"3942","aragosta",12,1,2,1,85,2,1,0,1060.99987030029
"3943","budino al cioccolato",12,1,4,2,117,2,1,0,608.999967575073
"3944","gallette di riso",12,1,7,2,392,1,1,0,484.000205993652
"3945","piselli",12,1,3,1,52,3,0,1,468.000173568726
"3946","gallette di riso",12,1,7,2,392,1,1,0,452.999830245972
"3947","aragosta",12,1,2,1,85,4,0,1,671.000003814697
"3948","pannocchia",12,1,4,2,353,1,1,0,421.000003814697
"3949","lattuga",12,1,7,4,19,2,1,0,389.999866485596
"3950","ananas",12,1,4,3,40,2,1,1,609.000205993652
"3951","seppia",12,1,8,8,72,3,0,0,483.999967575073
"3952","pasticcino alla frutta",12,1,10,8,339,1,1,0,451.99990272522
"3953","cannoli",12,1,10,7,368,3,0,1,578.000068664551
"3954","cocco",12,1,9,7,364,1,1,0,483.000040054321
"3955","melone-01",12,1,7,5,33,2,1,0,1184.99994277954
"3956","gallette di riso",12,1,7,2,392,4,0,0,577.000141143799
"3957","anguria-02",12,1,4,3,16,2,1,0,921.000003814697
"3958","cialda",12,1,8,6,310,4,0,0,498.999834060669
"3959","cotechino con lenticchie",12,1,4,5,329,4,0,1,624.000072479248
"3960","gallette di riso",12,1,7,2,392,4,0,0,562.000036239624
"3961","mortadella",12,1,5,7,396,1,1,1,498.999834060669
"3962","cialda",12,1,8,6,310,4,0,0,592.999935150146
"3963","miele",12,1,7,6,304,4,0,0,733.000040054321
"3964","albicocca-01",12,1,7,3,28,4,0,1,576.99990272522
"3965","emmental",12,1,3,1,403,4,0,1,592.000007629395
"3966","pannocchia",12,1,4,2,353,1,1,1,1279.00004386902
"3967","miele",12,1,7,6,304,1,1,0,718.000173568726
"3968","albicocca-01",12,1,7,3,28,4,0,1,483.999967575073
